"id","question","ground_truth","model_used","generated","bleu","rouge1","rougeL","bert_F1"
"Q073","What are the genetic changes related to Cowden syndrome ?","Changes involving at least four genes, PTEN, SDHB, SDHD, and KLLN, have been identified in people with Cowden syndrome or Cowden-like syndrome.  Most cases of Cowden syndrome and a small percentage of cases of Cowden-like syndrome result from mutations in the PTEN gene. The protein produced from the PTEN gene is a tumor suppressor, which means that it normally prevents cells from growing and dividing (proliferating) too rapidly or in an uncontrolled way. Mutations in the PTEN gene prevent the protein from regulating cell proliferation effectively, leading to uncontrolled cell division and the formation of hamartomas and cancerous tumors. The PTEN gene likely has other important functions within cells; however, it is unclear how mutations in this gene cause the other features of Cowden syndrome, such as macrocephaly and intellectual disability.  Other cases of Cowden syndrome and Cowden-like syndrome result from changes involving the KLLN gene. This gene provides instructions for making a protein called killin. Like the protein produced from the PTEN gene, killin probably acts as a tumor suppressor. The genetic change that causes Cowden syndrome and Cowden-like syndrome is known as promoter hypermethylation. The promoter is a region of DNA near the gene that controls gene activity (expression). Hypermethylation occurs when too many small molecules called methyl groups are attached to the promoter region. The extra methyl groups reduce the expression of the KLLN gene, which means that less killin is produced. A reduced amount of killin may allow abnormal cells to survive and proliferate inappropriately, which can lead to the formation of tumors.  A small percentage of people with Cowden syndrome or Cowden-like syndrome have variations in the SDHB or SDHD gene. These genes provide instructions for making parts of an enzyme called succinate dehydrogenase (SDH), which is important for energy production in the cell. This enzyme also plays a role in signaling pathways that regulate cell survival and proliferation. Variations in the SDHB or SDHD gene alter the function of the SDH enzyme. Studies suggest that the defective enzyme may allow cells to grow and divide unchecked, leading to the formation of hamartomas and cancerous tumors. However, researchers are uncertain whether the identified SDHB and SDHD gene variants are directly associated with Cowden syndrome and Cowden-like syndrome. Some of the variants described above have also been identified in people without the features of these conditions.  When Cowden syndrome and Cowden-like syndrome are not related to changes in the PTEN, SDHB, SDHD, or KLLN genes, the cause of the conditions is unknown.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","5.851859623036531e-20","0.009237875288683603","0.009237875288683603","0.7763731479644775"
"Q074","What is (are) Pericardial Disorders ?","The pericardium is a membrane, or sac, that surrounds your heart. It holds the heart in place and helps it work properly. Problems with the pericardium include       - Pericarditis - an inflammation of the sac. It can be from a virus or other infection, a heart attack, heart surgery, other medical conditions, injuries, and certain medicines.    - Pericardial effusion - the buildup of fluid in the sac    - Cardiac tamponade - a serious problem in which buildup of fluid in the sac causes problems with the function of the heart       Symptoms of pericardial problems include chest pain, rapid heartbeat, and difficulty breathing. Fever is a common symptom of acute pericarditis. Your doctor may use a physical exam, imaging tests, and heart tests to make a diagnosis. Treatment depends on the cause.    NIH: National Heart, Lung, and Blood Institute","","[GEN ERROR] Local generation failed: name 'torch' is not defined","5.826704553997624e-08","0.014084507042253523","0.014084507042253523","0.7835548520088196"
"Q075","How to diagnose Jejunal atresia ?","How is jejunal atresia diagnosed? In some cases, jejunal atresia may be diagnosed before birth on a prenatal ultrasound. After birth, a diagnosis is often suspected based on the presence of characteristic signs and symptoms. Additional testing such as X-rays with or without contrast can then be ordered to confirm the diagnosis.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0003164867567675957","0.031746031746031744","0.031746031746031744","0.8087141513824463"
"Q076","What are the symptoms of Neuropathy, congenital, with arthrogryposis multiplex ?","What are the signs and symptoms of Neuropathy, congenital, with arthrogryposis multiplex? The Human Phenotype Ontology provides the following list of signs and symptoms for Neuropathy, congenital, with arthrogryposis multiplex. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Areflexia of lower limbs - Autosomal dominant inheritance - Babinski sign - Broad-based gait - Calcaneovalgus deformity - Congenital onset - Congenital peripheral neuropathy - Distal amyotrophy - Distal muscle weakness - Hyperlordosis - Hyporeflexia of lower limbs - Nonprogressive - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.0782906425583962e-13","0.007407407407407408","0.007407407407407408","0.778995156288147"
"Q077","What are the treatments for National Hormone and Pituitary Program (NHPP): Information for People Treated with Pituitary Human Growth Hormone (Comprehensive Report) ?","The best source for details on your treatment is the doctor or center that gave you pituitary hGH. To protect patient privacy, the HHS did not ask for the names of those treated with pituitary hGH until 1985, when the first CJD cases were reported. In 1985, the HHS asked doctors and treatment centers for the names and addresses of recipients to inform them of the risk of CJD.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","6.87562879250479e-05","0.07594936708860758","0.05063291139240506","0.8114863038063049"
"Q078","How many people are affected by histidinemia ?","Estimates of the incidence of histidinemia vary widely, ranging between 1 in 8,600 to 1 in 90,000 people.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.802696168422699"
"Q079","What is (are) Irritable Bowel Syndrome ?","Irritable bowel syndrome (IBS) is a problem that affects the large intestine. It can cause abdominal cramping, bloating, and a change in bowel habits. Some people with the disorder have constipation. Some have diarrhea. Others go back and forth between the two. Although IBS can cause a great deal of discomfort, it does not harm the intestines.    IBS is common. It affects about twice as many women as men and is most often found in people younger than 45 years. No one knows the exact cause of IBS. There is no specific test for it. Your doctor may run tests to be sure you don't have other diseases. These tests may include stool sampling tests, blood tests, and x-rays. Your doctor may also do a test called a sigmoidoscopy or colonoscopy. Most people diagnosed with IBS can control their symptoms with diet, stress management, probiotics, and medicine.    NIH: National Institute of Diabetes and Digestive and Kidney Diseases","","[GEN ERROR] Local generation failed: name 'torch' is not defined","1.0363846711092467e-08","0.02366863905325444","0.02366863905325444","0.7916398644447327"
"Q080","What is (are) craniofacial-deafness-hand syndrome ?","Craniofacial-deafness-hand syndrome is characterized by distinctive facial features, profound hearing loss, and hand abnormalities.  The distinctive facial features of people with craniofacial-deafness-hand syndrome result from a variety of developmental abnormalities involving the skull (cranium) and face. Affected individuals often have underdeveloped or absent nasal bones resulting in a small nose, thin nostrils, and a flattened mid-face with a flat nasal bridge. Individuals with this condition typically also have widely spaced eyes (ocular hypertelorism), narrowed openings of the eyes (narrowed palpebral fissures), a small upper jaw (hypoplastic maxilla), and a small mouth with pursed lips.  People with this condition also have profound hearing loss that is caused by abnormalities in the inner ear (sensorineural deafness). Hearing loss in these individuals is present from birth.  In affected individuals, a common abnormality of the muscles in the hand is a malformation in which all of the fingers are angled outward toward the fifth finger (ulnar deviation). People with craniofacial-deafness-hand syndrome may also have permanently bent third, fourth, and fifth fingers (camptodactyly), which can limit finger movement and lead to joint deformities called contractures. Contractures in the wrist can further impair hand movements.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.5523940977859406e-10","0.009708737864077667","0.009708737864077667","0.7838879823684692"
"Q081","What is (are) Leigh's Disease ?","Leigh's disease is a rare inherited neurometabolic disorder that affects the central nervous system. This progressive disorder begins in infants between the ages of three months and two years.Rarely, it occurs in teenagers and adults.Leigh's disease can be caused by mutations in mitochondrial DNA or by deficiencies of an enzyme called pyruvate dehydrogenase. Symptoms of Leigh's disease usually progress rapidly. The earliest signs may be poor sucking ability,and the loss of head control and motor skills.These symptoms may be accompanied by loss of appetite, vomiting, irritability, continuous crying, and seizures. As the disorder progresses, symptoms may also include generalized weakness, lack of muscle tone, and episodes of lactic acidosis, which can lead to impairment of respiratory and kidney function.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.8956731594376037e-07","0.029411764705882353","0.014705882352941176","0.7951067686080933"
"Q082","What are the genetic changes related to Langer-Giedion syndrome ?","Langer-Giedion syndrome is caused by the deletion or mutation of at least two genes on chromosome 8. Researchers have determined that the loss of a functional EXT1 gene is responsible for the multiple osteochondromas seen in people with Langer-Giedion syndrome. Loss of a functional TRPS1 gene may cause the other bone and facial abnormalities. The EXT1 gene and the TRPS1 gene are always missing or mutated in affected individuals, but other neighboring genes may also be involved. The loss of additional genes from this region of chromosome 8 likely contributes to the varied features of this condition.  Langer-Giedion syndrome is often described as a contiguous gene deletion syndrome because it results from the loss of several neighboring genes.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.305384682138314e-07","0.015267175572519085","0.015267175572519085","0.7943375706672668"
"Q083","What is (are) Salmonella Infections ?","Salmonella is the name of a group of bacteria. In the United States, it is a common cause of foodborne illness. Salmonella occurs in raw poultry, eggs, beef, and sometimes on unwashed fruit and vegetables. You also can get infected after handling pets, especially reptiles like snakes, turtles, and lizards.    Symptoms include       - Fever    - Diarrhea    - Abdominal cramps    - Headache    - Possible nausea, vomiting, and loss of appetite       Symptoms usually last 4-7 days. Your health care provider diagnoses the infection with a stool test. Most people get better without treatment. Infection can be more serious in the elderly, infants, and people with chronic health problems. If Salmonella gets into the bloodstream, it can be serious. The usual treatment is antibiotics.    Typhoid fever, a more serious disease caused by Salmonella, is not common in the United States. It frequently occurs in developing countries.    NIH: National Institute of Allergy and Infectious Diseases","","[GEN ERROR] Local generation failed: name 'torch' is not defined","3.7163831705845575e-08","0.03821656050955414","0.03821656050955414","0.7826035022735596"
"Q084","How to diagnose Dyggve-Melchior-Clausen syndrome ?","How is Dyggve-Melchior-Clausen syndrome diagnosed? DMC syndrome may be suspected following a thorough clinical evaluation, a detailed patient history, and identification of characteristic findings (e.g., barrel chest, and disproportionate short stature). Radiographs may confirm specific skeletal abnormalities and findings consistent with DMC syndrome. Genetic testing can also confirm a diagnosis. Is genetic testing available for Dyggve-Melchior-Clausen syndrome? GeneTests lists the name of the laboratory that performs clinical genetic testing for Dyggve-Melchior-Clausen syndrome. To view the contact information for this laboratory, click here. Please note:  Most of the laboratories listed through GeneTests do not accept direct contact from patients and their families; therefore, if you are interested in learning more, you will need to work with a health care provider or a genetics professional.  Below, we provide a list of online resources that can assist you in locating a genetics professional near you.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","5.140265110768525e-08","0.03773584905660377","0.025157232704402517","0.7938315272331238"
"Q085","Is progressive familial heart block inherited ?","Progressive familial heart block types I and II are inherited in an autosomal dominant pattern, which means one copy of an altered gene in each cell is sufficient to cause the disorder. Some people with TRPM4 gene mutations never develop the condition, a situation known as reduced penetrance.  In most cases, an affected person has one parent with progressive familial heart block.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0001164289712178253","0.027777777777777776","0.027777777777777776","0.8066907525062561"
"Q086","What are the treatments for African iron overload ?","These resources address the diagnosis or management of African iron overload:  - Genetic Testing Registry: African nutritional hemochromatosis   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0","0.0","0.0","0.7879492044448853"
"Q087","What are the treatments for Alzheimer's Disease ?","Medications Can Treat Symptoms There is no known cure for Alzheimer's disease, but there are medicines that can treat symptoms of the disease. Most Alzheimers medicines work best for people in the mild or moderate stages of the disease. For example, they can keep memory loss from getting worse for a time. Other medicines may help behavioral symptoms, such as trouble sleeping or feeling worried or depressed. All of these medicines may have side effects and may not work for everyone. A person with Alzheimer's should be under a doctor's care. He or she may see a primary care doctor or a specialist, such as a neurologist, geriatric psychiatrist, or geriatrician. The doctor can treat the person's physical and behavioral problems, answer questions, and refer the patient and caregiver to other sources of help. Medications for Alzheimers Currently, no treatment can stop Alzheimer's disease. However, four medications are used to treat its symptoms. These medicines may help maintain thinking, memory, and speaking skills for a limited time. They work by regulating certain chemicals in the brain. Most of these medicines work best for people in the early or middle stages of the disease. For people with mild to moderate Alzheimers, donepezil (Aricept), rivastigmine (Exelon), or galantamine (Razadyne) may help. Donepezil is also approved to treat symptoms of moderate to severe Alzheimer's. Another drug, memantine (Namenda), is used to treat symptoms of moderate to severe Alzheimers, although it also has limited effects. All of these medicines have possible side effects, including nausea, vomiting, diarrhea, and loss of appetite. You should report any unusual symptoms to a doctor right away. It is important to follow a doctor's instructions when taking any medication. Scientists are testing many new drugs and other treatments to see if they can help slow, delay, or prevent Alzheimers disease. Learn how Alzheimers medications work, how to take them, and where to find more information.  Managing Behavioral Symptoms Certain medicines and other approaches can help control the behavioral symptoms of Alzheimer's disease. These symptoms include sleeplessness, agitation, wandering, anxiety, anger, and depression. Treating these symptoms often makes people with Alzheimers disease more comfortable and makes their care easier for caregivers. See more about medications used to treat behavioral symptoms. Some medicines must be used with caution. Memory Aids Memory aids may help some people who have mild Alzheimers disease with day-to-day living. A calendar, list of daily plans, notes about simple safety measures, and written directions describing how to use common household items can be useful. Help for Caregivers Caring for a person with Alzheimers can have high physical, emotional, and financial costs. The demands of day-to-day care, changing family roles, and difficult decisions about placement in a care facility can be difficult. Sometimes, taking care of the person with Alzheimers makes caregivers feel good because they are providing love and comfort. At other times, it can be overwhelming. Changes in the person can be hard to understand and cope with. Here are some ways for caregivers of people with Alzheimers to get help. - Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break.  - Join a caregivers support group.  - Use home health care, adult day care, and respite services. Ask family and friends to help out in specific ways, like making a meal or visiting the person while they take a break. Join a caregivers support group. Use home health care, adult day care, and respite services. For more information about caring for someone with Alzheimers disease, see  Alzheimer's Caregiving.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.0642461785849765e-28","0.006482982171799028","0.006482982171799028","0.776867687702179"
"Q088","What causes Peyronie's Disease ?","Medical experts do not know the exact cause of Peyronies disease. Many believe that Peyronies disease may be the result of","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.007025357607948558","0.06451612903225806","0.06451612903225806","0.8242351412773132"
"Q089","What are the symptoms of Dwarfism stiff joint ocular abnormalities ?","What are the signs and symptoms of Dwarfism stiff joint ocular abnormalities? The Human Phenotype Ontology provides the following list of signs and symptoms for Dwarfism stiff joint ocular abnormalities. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Autosomal dominant inheritance - Cataract - Delayed ossification of carpal bones - Disproportionate short-limb short stature - Glaucoma - Hypermetropia - Joint stiffness - Retinal detachment - Severe short stature - Short lower limbs - Short phalanx of finger - Thickened skin - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.828297098187771e-14","0.007352941176470587","0.007352941176470587","0.7814313769340515"
"Q090","What are the treatments for Empty Sella Syndrome ?","Unless the syndrome results in other medical problems, treatment for endocrine dysfunction associated with pituitary malfunction is symptomatic and supportive. Individuals with primary ESS who have high levels of prolactin may be given bromocriptine. In some cases, particularly when spinal fluid drainage is observed, surgery may be needed.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004721427602222849","0.034482758620689655","0.034482758620689655","0.8021548986434937"
"Q091","How many people are affected by nail-patella syndrome ?","The prevalence of nail-patella syndrome is estimated to be 1 in 50,000 individuals.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.015635220893785457","0.08","0.08","0.8122583627700806"
"Q092","Is dilated cardiomyopathy with ataxia syndrome inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004159513029082128","0.06557377049180327","0.06557377049180327","0.8074650764465332"
"Q093","What is (are) Familial hemiplegic migraine type 3 ?","Familial hemiplegic migraine (FHM) is a form of migraine headache that runs in families. Migraines usually cause intense, throbbing pain in one area of the head, often accompanied by nausea, vomiting, and extreme sensitivity to light and sound. These recurrent headaches typically begin in childhood or adolescence and may last from a few hours to a few days. People with familial hemiplegic migraine experience an aura that comes before the headache. The most common symptoms associated with an aura are temporary visual changes such as blind spots (scotomas), flashing lights, zig-zagging lines, and double vision. In people with familial hemiplegic migraine, auras are also characterized by temporary numbness or weakness, often affecting one side of the body (hemiparesis). An aura typically develops gradually over a few minutes and lasts about an hour. Researchers have identified three forms of familial hemiplegic migraine known as FHM1, FHM2, and FHM3. Each of the three types is caused by mutations in a different gene.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","6.456172674271312e-09","0.011695906432748537","0.011695906432748537","0.7907887101173401"
"Q094","What are the symptoms of Congenital porphyria ?","What are the signs and symptoms of Congenital porphyria? The Human Phenotype Ontology provides the following list of signs and symptoms for Congenital porphyria. If the information is available, the table below includes how often the symptom is seen in people with this condition. You can use the MedlinePlus Medical Dictionary to look up the definitions for these medical terms. Signs and Symptoms Approximate number of patients (when available) Abnormal blistering of the skin 90% Abnormality of dental color 90% Abnormality of the heme biosynthetic pathway 90% Abnormality of urine homeostasis 90% Cutaneous photosensitivity 90% Hemolytic anemia 90% Hypertrichosis 90% Self-injurious behavior 90% Splenomegaly 90% Abnormality of immune system physiology 50% Recurrent fractures 50% Reduced bone mineral density 50% Thrombocytopenia 7.5% Abnormality of the mouth - Alopecia - Atypical scarring of skin - Autosomal recessive inheritance - Cholelithiasis - Congenital onset - Conjunctivitis - Corneal scarring - Hyperpigmentation of the skin - Hypopigmentation of the skin - Joint contracture of the hand - Loss of eyelashes - Osteolysis - Osteopenia - Pathologic fracture - Scleroderma - Short stature - Thickened skin - Vertebral compression fractures - The Human Phenotype Ontology (HPO) has collected information on how often a sign or symptom occurs in a condition. Much of this information comes from Orphanet, a European rare disease database. The frequency of a sign or symptom is usually listed as a rough estimate of the percentage of patients who have that feature. The frequency may also be listed as a fraction. The first number of the fraction is how many people had the symptom, and the second number is the total number of people who were examined in one study. For example, a frequency of 25/25 means that in a study of 25 people all patients were found to have that symptom. Because these frequencies are based on a specific study, the fractions may be different if another group of patients are examined. Sometimes, no information on frequency is available. In these cases, the sign or symptom may be rare or common.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","9.832737905751926e-17","0.005988023952095808","0.005988023952095808","0.7719505429267883"
"Q095","What are the genetic changes related to Mowat-Wilson syndrome ?","Mutations in the ZEB2 gene cause Mowat-Wilson syndrome. The ZEB2 gene provides instructions for making a protein that plays a critical role in the formation of many organs and tissues before birth. This protein is a transcription factor, which means that it attaches (binds) to specific regions of DNA and helps control the activity of particular genes. Researchers believe that the ZEB2 protein is involved in the development of tissues that give rise to the nervous system, digestive tract, facial features, heart, and other organs.  Mowat-Wilson syndrome almost always results from a loss of one working copy of the ZEB2 gene in each cell. In some cases, the entire gene is deleted. In other cases, mutations within the gene lead to the production of an abnormally short, nonfunctional version of the ZEB2 protein. A shortage of this protein disrupts the normal development of many organs and tissues, which causes the varied signs and symptoms of Mowat-Wilson syndrome.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","8.714921547596654e-09","0.011764705882352943","0.011764705882352943","0.7925180196762085"
"Q096","What are the symptoms of Intravenous leiomyomatosis ?","What are the signs and symptoms of intravenous leiomyomatosis? IVL most often does not cause detectable signs or symptoms. In fact, they may be found by chance during surgery. When symptoms do arise, they can include abnormal uterine bleeding, lower abdominal tenderness, ad venous thrombosis. When IVL in the uterus is exposed to venous blood that flows to the heart, it usually grows slowly and may reach the heart undetected. When IVL reaches the heart, it can result in pulmonary embolisms, cardiac failure, fainting, and in some cases, sudden death. Most people do not experience symptoms until the IVL reaches the heart.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","2.5359496774274012e-06","0.03571428571428571","0.03571428571428571","0.800112247467041"
"Q097","How many people are affected by dihydrolipoamide dehydrogenase deficiency ?","Dihydrolipoamide dehydrogenase deficiency occurs in an estimated 1 in 35,000 to 48,000 individuals of Ashkenazi Jewish descent. This population typically has liver disease as the primary symptom. In other populations, the prevalence of dihydrolipoamide dehydrogenase deficiency is unknown, but the condition is likely rare.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0007043542305121245","0.03571428571428571","0.03571428571428571","0.7926207184791565"
"Q098","How many people are affected by malonyl-CoA decarboxylase deficiency ?","This condition is very rare; fewer than 30 cases have been reported.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.01727959142950042","0.0909090909090909","0.0909090909090909","0.8279404044151306"
"Q099","Is autosomal recessive axonal neuropathy with neuromyotonia inherited ?","This condition is inherited in an autosomal recessive pattern, which means both copies of the gene in each cell have mutations. The parents of an individual with an autosomal recessive condition each carry one copy of the mutated gene, but they typically do not show signs and symptoms of the condition.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","0.0004159513029082128","0.06557377049180327","0.06557377049180327","0.8074650764465332"
"Q100","What is (are) Urinary Tract Infection In Adults ?","A UTI is an infection in the urinary tract. Infections are caused by microbesorganisms too small to be seen without a microscopeincluding fungi, viruses, and bacteria. Bacteria are the most common cause of UTIs. Normally, bacteria that enter the urinary tract are rapidly removed by the body before they cause symptoms. However, sometimes bacteria overcome the bodys natural defenses and cause infection. An infection in the urethra is called urethritis. A bladder infection is called cystitis. Bacteria may travel up the ureters to multiply and infect the kidneys. A kidney infection is called pyelonephritis.","","[GEN ERROR] Local generation failed: name 'torch' is not defined","4.745901473772322e-06","0.01923076923076923","0.01923076923076923","0.7968349456787109"
